id,identity_to_query
UniRef90_A0A0W0FEC6/324-702,0.231
UniRef90_A0A9X0DGQ5/356-738,0.244
UniRef90_A0A9P8UMQ2/218-608,0.192
UniRef90_A0A4V3UPM0/38-393,0.215
UniRef90_A0ABM1B6G9/4-336,0.205
UniRef90_A0A8C4QZ14/3-334,0.202
UniRef90_UPI0021F58AA3/6-337,0.225
UniRef90_A0A6P8IMZ5/3-336,0.210
UniRef90_A0A6J1J8G3/159-516,0.238
UniRef90_A0A9P4J6S3/237-645,0.218
UniRef90_UPI0024C3BED7/133-496,0.370
UniRef90_UPI00396A5514/117-535,0.386
UniRef90_UPI0025ADCF69/163-530,0.231
UniRef90_W6ZUI6/420-774,0.220
UniRef90_UPI0025497F9B/351-720,0.228
UniRef90_UPI00053C1115/186-541,0.220
UniRef90_A0A9P0DEY6/4-334,0.207
UniRef90_A0A4Z1KX65/447-824,0.231
UniRef90_A0A317W5S9/262-627,0.207
UniRef90_A0A166QBQ4/208-599,0.194
UniRef90_UPI0020C4128E/423-778,0.220
UniRef90_UPI00103BEC19/4-333,0.210
UniRef90_A0AAD8Q2B9/219-599,0.207
UniRef90_A0A6A6BNW2/234-627,0.231
UniRef90_V2YCS0/560-939,0.231
UniRef90_A0A8J2I8K6/422-776,0.231
UniRef90_A0AAN7TEN3/311-726,0.202
UniRef90_A0A3M6YWT7/298-762,0.207
UniRef90_A0A1S2Z862/198-540,0.236
UniRef90_UPI002E26BE3A/135-490,0.383
UniRef90_A0A1Z5SN28/298-737,0.205
UniRef90_A0A074YMR2/283-679,0.215
UniRef90_UPI00222079E5/365-728,0.220
UniRef90_A0A9W9SQY0/346-710,0.220
UniRef90_A0A2K1QM66/291-713,0.197
UniRef90_UPI002B1DA14E/131-499,0.472
UniRef90_A0A9P7AV93/499-888,0.199
UniRef90_A0AB34FXQ7/217-614,0.210
UniRef90_A0A5N6YWJ9/350-712,0.207
UniRef90_A0ABR4AQV9/305-710,0.210
UniRef90_A0A8T2JES1/130-503,0.381
UniRef90_UPI0026DBA4B4/429-793,0.236
UniRef90_A0AAN9K4P9/205-535,0.223
UniRef90_UPI0005CAC1F7/168-530,0.220
UniRef90_A0ABR1TQW2/445-853,0.223
UniRef90_A0A1J9PQX1/346-715,0.218
UniRef90_A0A9P8V8V8/433-810,0.231
UniRef90_UPI001CF9AD2C/172-537,0.220
UniRef90_A0A0L0HB69/347-711,0.246
UniRef90_A0ABR1WLR6/437-832,0.228
UniRef90_A0A4W5R6V6/7-330,0.194
UniRef90_A0A4S9Y557/368-730,0.218
UniRef90_A0A553HJI0/349-706,0.225
UniRef90_UPI0021E31627/119-439,0.329
UniRef90_T1ERD2/13-324,0.233
UniRef90_A0A7C8IDM4/313-715,0.207
UniRef90_UPI002548D1B8/346-710,0.223
UniRef90_A0A9W9H9W0/322-688,0.231
UniRef90_B2VQK6/314-668,0.231
UniRef90_A0A401PMX8/119-523,0.479
UniRef90_A0A6J1B2F3/204-536,0.223
UniRef90_A0AAV0D1M6/14-343,0.220
UniRef90_A0A5S6QJ12/131-487,0.228
UniRef90_UPI00144A5F50/302-704,0.199
UniRef90_A0A9W9NEN8/336-701,0.215
UniRef90_A0A9P8EWW6/279-674,0.210
UniRef90_G9NIX2/216-604,0.207
UniRef90_UPI001D0890BB/8-339,0.210
UniRef90_A0AAV0F113/184-521,0.220
UniRef90_W9YUH1/388-737,0.225
UniRef90_UPI0035A2E78E/128-488,0.225
UniRef90_A0A2J6Q443/205-598,0.202
UniRef90_A0AAN8NB17/315-681,0.238
UniRef90_A0ABR2UE95/218-601,0.189
UniRef90_A0A2C5Y300/392-751,0.236
UniRef90_A0ABD3TWB8/179-537,0.233
UniRef90_UPI001E8DD078/299-701,0.207
UniRef90_L8G3Q9/417-782,0.231
UniRef90_UPI003CE4598A/23-386,0.474
UniRef90_UPI002AD4D230/127-499,0.472
UniRef90_A0A9Q8P319/362-713,0.223
UniRef90_A0A067RC94/4-339,0.223
UniRef90_A0ABR4GM37/697-1107,0.210
UniRef90_A0AAN6ZCE1/357-740,0.231
UniRef90_A0AAN8VA46/189-523,0.212
UniRef90_A0A8H2VZ97/454-826,0.241
UniRef90_A0A9Q1KZD1/213-565,0.238
UniRef90_A0A6A6A5F2/288-685,0.197
UniRef90_A0A4Z0YPW4/230-627,0.184
UniRef90_A0A9P5H737/208-607,0.220
UniRef90_A0A5M9N4C6/286-641,0.215
UniRef90_UPI0032B83DA9/142-486,0.788
UniRef90_UPI0024C4457E/27-406,0.557
UniRef90_A0ABR3U663/422-775,0.223
UniRef90_UPI00307C8578/4-346,0.249
UniRef90_UPI002588F4A6/201-536,0.238
UniRef90_A0A834P686/5-336,0.202
UniRef90_A0A7L3FBX9/8-321,0.181
UniRef90_W5NZD5/2-317,0.187
UniRef90_A0A9P4GKM1/307-709,0.207
UniRef90_A0AA40D0M6/423-809,0.225
UniRef90_A0A3D8QE38/259-656,0.212
UniRef90_A0A8E2EV35/315-716,0.210
UniRef90_A0A6A5QIB5/381-732,0.231
UniRef90_UPI00053FF9D1/193-542,0.236
UniRef90_A0A8J6FJC0/140-501,0.368
UniRef90_A0A0D2A6C0/317-719,0.205
UniRef90_UPI000900997B/174-534,0.233
UniRef90_A0A8C5KDY8/3-332,0.194
UniRef90_A0A6A6TE84/308-710,0.199
UniRef90_UPI00286FAEC3/105-444,0.225
UniRef90_A0A6A5XZ82/534-905,0.233
UniRef90_Q5J2Q9/122-487,0.474
UniRef90_A0A3M7LXK7/305-707,0.192
UniRef90_A0A3B3VRZ9/136-484,0.376
UniRef90_UPI003CCA6C5F/128-509,0.394
UniRef90_A0A9P4UQH2/349-699,0.236
UniRef90_A0A9P4XWX8/341-721,0.244
UniRef90_A0A6G1IJ93/303-704,0.197
UniRef90_A0AAN9ED35/183-543,0.236
UniRef90_A0A8C4KIM6/211-558,0.370
UniRef90_A0AA40K516/438-819,0.223
UniRef90_A0AAW2FG69/7-336,0.218
UniRef90_A0A6P8DQW9/187-540,0.210
UniRef90_A0A9N8JII8/280-675,0.210
UniRef90_A0ABR4CCF5/471-832,0.249
UniRef90_A0A151GNE1/367-739,0.225
UniRef90_A0A2S4PYQ2/479-835,0.218
UniRef90_UPI00073831DA/3-335,0.228
UniRef90_A0A8K0K684/4-345,0.228
UniRef90_A0A3B3B6Q9/134-498,0.474
UniRef90_A0A074XD59/238-633,0.207
UniRef90_A0A2D3VR59/335-695,0.225
UniRef90_W9C8T5/447-819,0.228
UniRef90_A0A8K0E8P4/130-494,0.231
UniRef90_UPI000E6D6554/5-334,0.225
UniRef90_A0ABP0FS35/3-337,0.194
UniRef90_UPI0019397FCD/3-340,0.202
UniRef90_A0A9W9H1B3/344-710,0.215
UniRef90_A0A1U8EKH6/169-531,0.241
UniRef90_A0A146MED3/3-330,0.210
UniRef90_UPI001E8DB75E/194-576,0.202
UniRef90_A0A9Q0AGI6/218-608,0.199
UniRef90_UPI003DA68E75/7-339,0.187
UniRef90_A0A6A6WJ29/373-732,0.228
UniRef90_A0A9P7ZE20/214-595,0.210
UniRef90_A0A482DHQ9/171-482,0.210
UniRef90_A0A091MNY8/127-476,0.782
UniRef90_A0A5N6KT40/367-755,0.220
UniRef90_A0A9P4LKH3/305-707,0.197
UniRef90_G3JNT4/432-793,0.220
UniRef90_UPI00358F2024/303-704,0.207
UniRef90_A0A0V0IDD6/16-382,0.233
UniRef90_UPI0025423FB3/293-652,0.228
UniRef90_A0A8J9U5S6/5-332,0.218
UniRef90_UPI002B4D7486/3-341,0.199
UniRef90_A0A6I9TYD4/208-544,0.220
UniRef90_A0A482XAS4/123-488,0.225
UniRef90_A0A814AIW1/113-485,0.231
UniRef90_UPI000525D3C6/97-427,0.218
UniRef90_A0AAV9VPI4/346-715,0.225
UniRef90_A0A8K0UHI1/303-662,0.256
UniRef90_A0A6A6ZG84/299-700,0.197
UniRef90_A0A1S3V9I3/213-547,0.220
UniRef90_A0AB74K7M7/224-586,0.220
UniRef90_H0VH66/3-339,0.189
UniRef90_A0A8K0SHB4/198-568,0.231
UniRef90_A0A1Q5UPE6/347-712,0.207
UniRef90_UPI002FD381D7/135-508,0.469
UniRef90_A0A317SNS2/417-776,0.233
UniRef90_A0A8J4XYI1/91-422,0.187
UniRef90_A0A0A0KQD3/189-520,0.223
UniRef90_UPI003CCCEEDA/344-709,0.220
UniRef90_A0ABC8UN87/198-545,0.228
UniRef90_Q6C9C2/347-709,0.236
UniRef90_A0AAN9JZJ7/434-772,0.228
UniRef90_A0A556V940/23-336,0.179
UniRef90_K9GW59/186-545,0.225
UniRef90_A0A074X8N9/288-686,0.205
UniRef90_A0A066XJI0/241-631,0.192
UniRef90_A0A9W4WKE4/440-800,0.262
UniRef90_A0AAN6PMC7/220-612,0.189
UniRef90_A0A8K0RHV6/424-776,0.223
UniRef90_G7KDW6/195-530,0.231
UniRef90_A0AAV5KE08/208-542,0.236
UniRef90_A0ABQ8I0S0/211-543,0.218
UniRef90_A0AAU9RG34/181-525,0.223
UniRef90_A0AAF0QR43/162-530,0.225
UniRef90_A0A484KB89/182-514,0.238
UniRef90_A0A1V6UHL7/352-707,0.215
UniRef90_A0A9P4PNV8/401-754,0.241
UniRef90_A0AA40HP22/330-546,0.220
UniRef90_UPI00201B144B/140-504,0.218
UniRef90_UPI002008E638/218-609,0.189
UniRef90_A0A2C5X4U5/412-794,0.218
UniRef90_A0A167X551/259-680,0.207
UniRef90_A0A366SEI4/214-595,0.202
UniRef90_A0A8B8M0R7/201-538,0.228
UniRef90_A0ABR4AD87/342-711,0.212
UniRef90_A0A6J3CE75/5-333,0.223
UniRef90_A0A059D505/203-533,0.218
UniRef90_A0A0D2MBV9/189-535,0.225
UniRef90_A0A0F8D9Y8/212-594,0.218
UniRef90_A0A179IH29/1885-2264,0.179
UniRef90_A0A6J1P111/5-331,0.207
UniRef90_A0AAD7ZMI6/152-503,0.223
UniRef90_A0AA38P6J3/499-871,0.231
UniRef90_A0A2Z6REB7/461-821,0.228
UniRef90_W3X447/224-614,0.192
UniRef90_A0A8X7CL41/6-331,0.212
UniRef90_A0A834IPQ1/4-333,0.210
UniRef90_A0A671F8G7/74-371,0.187
UniRef90_A0A2T3YTZ7/231-620,0.207
UniRef90_UPI0020C5EE22/232-627,0.194
UniRef90_Q9FNY4/180-528,0.218
UniRef90_A0AAE0WQS9/303-718,0.205
UniRef90_UPI0012633073/190-537,0.220
UniRef90_A0AAW0QPN3/219-612,0.187
UniRef90_G9NDQ2/213-595,0.199
UniRef90_A0A3M7HFZ2/267-721,0.207
UniRef90_UPI003CCD20CA/305-664,0.236
UniRef90_UPI001CF53287/3-333,0.231
UniRef90_A0A9W9KJD3/362-719,0.223
UniRef90_A0A074YBV6/210-572,0.218
UniRef90_A0A9Q1RRF2/167-533,0.236
UniRef90_UPI001C71CE44/5-331,0.231
UniRef90_A0ABR4PNT9/264-656,0.192
UniRef90_A0AAQ4DZI5/3-312,0.228
UniRef90_A0A7T6XT62/354-714,0.225
UniRef90_A0A8S1ZGP2/781-1124,0.223
UniRef90_K2RAR7/373-747,0.218
UniRef90_A0ABR1YWY4/355-748,0.225
UniRef90_UPI002546B1F9/433-791,0.215
UniRef90_A0A8H7T9I3/233-627,0.228
UniRef90_UPI0023E18B5F/106-463,0.205
UniRef90_A0A6A6VKK5/307-709,0.202
UniRef90_A0A2C9KSJ9/4-334,0.189
UniRef90_J3P9G4/480-866,0.218
UniRef90_A0A6A4L9A0/208-542,0.225
UniRef90_A0A087HMI8/154-491,0.218
UniRef90_A0A2N9EC82/181-539,0.231
UniRef90_A0A1Y1MJ68/5-329,0.223
UniRef90_A0A8B8QY83/198-533,0.223
UniRef90_A0A7I8VTK0/3-336,0.207
UniRef90_A0A3Q2XIW8/133-499,0.466
UniRef90_A0A6A7AHV8/425-775,0.220
UniRef90_UPI0028CBA6FA/133-502,0.440
UniRef90_A0A371H3G5/216-549,0.231
UniRef90_A0A0E9NHQ1/529-881,0.228
UniRef90_A0A0D2BIM4/344-711,0.215
UniRef90_A0A4Z1PA61/541-905,0.233
UniRef90_A0A8S4SBF7/5-331,0.202
UniRef90_A0ABR4PXG1/464-838,0.228
UniRef90_A0ABP0CAR9/206-617,0.207
UniRef90_A0A3M7I9S2/245-681,0.202
UniRef90_A0AAN7SG17/5-329,0.212
UniRef90_UPI0024458AAC/194-557,0.246
UniRef90_A0A2B4SBZ6/3-333,0.238
UniRef90_A0A9W9LJ15/345-704,0.215
UniRef90_UPI0020B6C2B3/359-719,0.220
UniRef90_A0A5N6JPG4/353-714,0.228
UniRef90_D7TNM4/214-546,0.215
UniRef90_A0AAN6XRK2/447-820,0.218
UniRef90_A7SJ46/3-335,0.205
UniRef90_UPI00237D5676/129-512,0.404
UniRef90_UPI003510B199/4-332,0.202
UniRef90_A0A6J1SNZ7/130-491,0.241
UniRef90_A0A9J5YX44/162-529,0.231
UniRef90_A0A9P4W4H6/301-708,0.207
UniRef90_A0A6P6V4Y9/173-507,0.215
UniRef90_UPI001CB99210/193-538,0.228
UniRef90_A0A2S4KTA9/224-612,0.202
UniRef90_A0A200QLD2/190-541,0.218
UniRef90_A0A6A7BLR6/410-760,0.228
UniRef90_L8G8G3/275-675,0.210
UniRef90_A0AAN6W8U5/228-619,0.187
UniRef90_A0AA39ZA81/461-832,0.228
UniRef90_A0ABP0CNF3/220-630,0.202
UniRef90_A0AAN6YQW7/405-776,0.220
UniRef90_A0AAE0LVT6/208-608,0.202
UniRef90_UPI003B225BA3/3-336,0.207
UniRef90_UPI0025473C25/338-702,0.246
UniRef90_A0AAV3B466/127-506,0.394
UniRef90_A0A168KJM8/438-797,0.225
UniRef90_UPI0030814989/152-523,0.407
UniRef90_A0A6A6T300/412-780,0.218
UniRef90_A0A1S4A326/166-533,0.231
UniRef90_A0A6G1AWD1/131-430,0.295
UniRef90_A0A667YG72/3-335,0.202
UniRef90_A0AAV6R1A2/20-391,0.381
UniRef90_A0A436ZZ72/294-661,0.231
UniRef90_A0ABR1XN65/290-700,0.202
UniRef90_UPI000B78D961/194-550,0.231
UniRef90_A0A224XN85/3-330,0.215
UniRef90_A0A9W9VHB0/350-714,0.254
UniRef90_UPI003CCA13BE/18-330,0.189
UniRef90_A0AAU9VD61/4-332,0.223
UniRef90_A0A813N7W9/143-514,0.223
UniRef90_A0A803NVJ9/143-513,0.236
UniRef90_UPI003AFA4BAB/126-510,0.560
UniRef90_A0A8C0E0F7/72-369,0.184
UniRef90_A0AAP0FA10/204-554,0.231
UniRef90_A0A2C9WNL1/198-533,0.212
UniRef90_A0A8K0CZ16/25-362,0.231
UniRef90_F9X556/257-667,0.199
UniRef90_UPI002007B79E/398-773,0.210
UniRef90_A0A177DQE8/422-776,0.228
UniRef90_K3XW78/183-547,0.238
UniRef90_A0ABR0K3E5/280-677,0.212
UniRef90_A0A814I1I9/131-505,0.225
UniRef90_A0A2T3BG99/203-592,0.218
UniRef90_A0ABR1R2I4/195-587,0.197
UniRef90_A0A3N4KWN1/409-765,0.228
UniRef90_G2Q6U7/412-779,0.223
UniRef90_A0A9P8RTL8/286-686,0.202
UniRef90_UPI002714C7A8/119-498,0.365
UniRef90_A0A7R8XCG1/9-335,0.212
UniRef90_S7ZTX6/359-719,0.218
UniRef90_UPI001CFA82A2/91-421,0.212
UniRef90_A0AAV3R290/173-524,0.231
UniRef90_A0AAW1DDM5/3-330,0.207
UniRef90_A0A8K0PEP9/299-721,0.189
UniRef90_A0A0C2F5T7/216-633,0.202
UniRef90_A0A9W9F1J3/349-702,0.218
UniRef90_A0ABR4HR02/337-699,0.218
UniRef90_UPI003A83FC4C/3-333,0.197
UniRef90_A0A9W9DDS9/354-724,0.225
UniRef90_UPI003C2E2248/195-536,0.215
UniRef90_A0A2T3ABH5/119-502,0.218
UniRef90_UPI002AE04DB5/129-481,0.399
UniRef90_A0A179FSW3/206-601,0.199
UniRef90_A0A9P9HCI5/204-585,0.199
UniRef90_UPI002380F6EF/114-504,0.360
UniRef90_A0AAE8MPZ6/462-832,0.241
UniRef90_A0AAE1YH03/211-544,0.220
UniRef90_A0A7N0UJP7/199-541,0.218
UniRef90_UPI0035A39FB0/134-508,0.383
UniRef90_UPI003D7778FA/180-548,0.251
UniRef90_A0A5J5F0H4/366-730,0.218
UniRef90_A0A6J1DC44/188-521,0.218
UniRef90_A0A1L9P7J5/363-729,0.220
UniRef90_A0A7C8MLL1/417-772,0.231
UniRef90_A0AAJ7WRX2/138-554,0.427
UniRef90_A0A179HQZ4/438-832,0.223
UniRef90_A0A199VGC7/207-552,0.220
UniRef90_UPI000D73E13A/7-337,0.205
UniRef90_A0A8C0A7S6/187-485,0.184
UniRef90_A0A0B2X3P8/400-757,0.218
UniRef90_UPI003C6E58D0/188-534,0.212
UniRef90_UPI0018E51F2A/3-332,0.223
UniRef90_UPI001D04B2A1/251-656,0.197
UniRef90_UPI0033143DBC/202-536,0.207
UniRef90_T1FM74/8-340,0.207
UniRef90_UPI001069098C/3-336,0.192
UniRef90_A0ABR4M7K0/675-1085,0.197
UniRef90_A0A6A6RKS3/274-675,0.205
UniRef90_A0A2U1M847/146-503,0.228
UniRef90_A0A6J0B811/4-336,0.207
UniRef90_A0A9W8RZP8/202-583,0.199
UniRef90_UPI001E8E60A7/423-780,0.225
UniRef90_A0A6A5WJI1/315-718,0.197
UniRef90_A0A3Q2H9F1/67-362,0.187
UniRef90_A0A0L0N395/225-610,0.212
UniRef90_B3RW50/4-336,0.205
UniRef90_A0A4Z0Z617/380-740,0.233
UniRef90_A0A4S8LX47/627-1003,0.241
UniRef90_UPI0035B64EEE/5-332,0.212
UniRef90_A0A2H4SUE7/774-1153,0.187
UniRef90_A0A8I6RXS7/5-333,0.207
UniRef90_UPI0022539C7A/179-542,0.236
UniRef90_A0AAD5G2T2/143-508,0.246
UniRef90_A0A8C5M314/129-510,0.373
UniRef90_A0A9R1UD39/148-510,0.236
UniRef90_UPI00188716A2/129-442,0.228
UniRef90_UPI003741E9D7/229-640,0.199
UniRef90_A0AAV9XQM8/373-734,0.210
UniRef90_A0A093GDD2/1-314,0.176
UniRef90_A0A9P4HU01/308-709,0.184
UniRef90_A0A2P8A4R5/349-712,0.223
UniRef90_UPI0020349EB9/4-337,0.215
UniRef90_A0A5J9TKH6/215-545,0.231
UniRef90_A0A9Q0CLG8/134-488,0.220
UniRef90_A0A9W9HPH8/307-675,0.207
UniRef90_A0ABD1S7B2/217-547,0.225
UniRef90_A0A7R8AQE9/350-716,0.225
UniRef90_Q92089/121-501,0.505
UniRef90_I1JCZ1/198-533,0.231
UniRef90_A0A9Q0JEG1/161-494,0.205
UniRef90_UPI00265E5DB6/96-426,0.218
UniRef90_UPI0023E13D31/9-350,0.205
UniRef90_A0A8J9ZLM8/130-537,0.363
UniRef90_A0A2B7XYS1/361-726,0.212
UniRef90_A0A2K1YRG1/196-527,0.212
UniRef90_A7EMR3/464-842,0.241
UniRef90_UPI00358E5AAC/281-619,0.246
UniRef90_A0A1E1JWN7/492-856,0.225
UniRef90_A0ABR3P670/234-639,0.212
UniRef90_A0A7J7JBU7/8-335,0.205
UniRef90_A0A3R7M7R6/10-332,0.192
UniRef90_UPI0030C83E31/4-332,0.205
UniRef90_A0A6J3M2H9/283-688,0.202
UniRef90_A0A210QLH4/3-335,0.223
UniRef90_A0A819X8L3/138-512,0.225
UniRef90_A0A8A3P7M0/453-811,0.228
UniRef90_A0A4Q4SZL6/86-484,0.197
UniRef90_A0A2K5D3E1/3-300,0.179
UniRef90_A0A9W8TIK3/227-575,0.225
UniRef90_A0AAD6NI38/382-751,0.231
UniRef90_A0A9P4JXB7/310-713,0.202
UniRef90_A0A2R6RF55/213-545,0.218
UniRef90_A0ABD0SZV0/5-333,0.207
UniRef90_UPI003CC93236/123-513,0.565
UniRef90_UPI00144A9D96/315-716,0.212
UniRef90_A0AAD8NUL7/310-673,0.233
UniRef90_A0A3N2Q054/185-568,0.207
UniRef90_A0AAD8EFE5/3-328,0.212
UniRef90_A0A251S492/150-503,0.228
UniRef90_UPI00071906F3/5-337,0.210
UniRef90_A0A1W0XEU7/275-606,0.262
UniRef90_R1GJ39/256-629,0.225
UniRef90_UPI0025A6145E/143-509,0.472
UniRef90_A0A4U0XDM2/314-723,0.194
UniRef90_A0A1V6STH6/346-711,0.228
UniRef90_A0A6J2X875/37-374,0.210
UniRef90_UPI0020B2FCD2/121-506,0.440
UniRef90_A0A8I3X2N4/83-379,0.187
UniRef90_A0A3M7G0U3/308-758,0.192
UniRef90_A0A9P8EXL2/281-676,0.205
UniRef90_A0A9P4LPH3/420-770,0.223
UniRef90_A0AAW2HJC4/117-478,0.210
UniRef90_A0A9Q8V6J6/478-882,0.223
UniRef90_UPI00254505B5/307-676,0.215
UniRef90_A0A6A5KJ37/410-764,0.241
UniRef90_A0ABR4FP61/339-703,0.228
UniRef90_A0A914VLV9/8-339,0.199
UniRef90_A0AAP0CDX4/199-528,0.233
UniRef90_A0ABQ7M045/812-1160,0.210
UniRef90_A0AA38JBA1/358-730,0.231
UniRef90_A0ABM1EPQ2/23-369,0.215
UniRef90_A0A1B6LW89/106-458,0.202
UniRef90_A0AAN6RI80/320-719,0.189
UniRef90_A0AAU9W9F5/127-548,0.337
UniRef90_A0A9P4KHV0/437-796,0.233
UniRef90_A0A2J8XYD9/19-299,0.207
UniRef90_A0ABR3GNG9/427-791,0.218
UniRef90_UPI00258F86BC/236-566,0.228
UniRef90_A0A1V6QL40/323-685,0.225
UniRef90_A0A9P4QD27/248-656,0.202
UniRef90_A0A395NT23/467-818,0.228
UniRef90_A0AAN6E3W2/371-723,0.202
UniRef90_A0AAV4M9G2/5-331,0.202
UniRef90_A0A3Q7H525/176-535,0.236
UniRef90_A0A9R0I5D4/211-547,0.231
UniRef90_A0A0C3CSC6/239-602,0.210
UniRef90_A0A3M7D4Q5/298-753,0.199
UniRef90_L5LTN3/80-375,0.187
UniRef90_UPI001C4EB655/200-547,0.220
UniRef90_A0ABN8Q5U6/3-333,0.218
UniRef90_A0A9W8WCR0/189-570,0.202
UniRef90_A0A0N8H665/195-575,0.205
UniRef90_A0A1D1UJX5/256-617,0.244
UniRef90_A0A8J2QZF9/5-330,0.225
UniRef90_A0AAD9ZDZ1/261-628,0.207
UniRef90_A0A8H3EUT4/320-725,0.194
UniRef90_UPI001E671EC3/4-332,0.194
UniRef90_E5A138/302-703,0.202
UniRef90_A0ABR4HEZ0/664-1067,0.202
UniRef90_W9CMU9/252-669,0.207
UniRef90_A0A9W8XZ93/305-709,0.207
UniRef90_UPI000D6303F5/183-517,0.228
UniRef90_UPI00254002E6/373-732,0.215
UniRef90_A0A1D9QKA5/258-666,0.207
UniRef90_S4RCE7/3-338,0.194
UniRef90_A0AAN6RW47/225-613,0.194
UniRef90_UPI00351019D8/130-559,0.412
UniRef90_A0A9P8SMT2/409-780,0.207
UniRef90_A0A072P8I4/344-696,0.210
UniRef90_A0A517LGV0/326-729,0.210
UniRef90_A0A3B3VPZ3/117-501,0.381
UniRef90_A0A559LP12/200-581,0.202
UniRef90_A0A103YLI5/210-544,0.228
UniRef90_UPI0025AE63A9/137-501,0.477
UniRef90_A0A2T4A1Z0/223-606,0.194
UniRef90_A0A5N6TIX1/209-603,0.187
UniRef90_A0AAV0S4U4/210-540,0.215
UniRef90_A0A9P5DU17/207-588,0.194
UniRef90_UPI0025452050/350-719,0.215
UniRef90_A0A2K3QKF9/225-609,0.199
UniRef90_Q0UN18/416-764,0.225
UniRef90_A0AAN0IY88/230-579,0.233
UniRef90_A0ABD2Y168/209-555,0.225
UniRef90_W7EMN3/302-673,0.187
UniRef90_A0A9P7SMF4/538-965,0.220
UniRef90_UPI001569DD3F/5-332,0.207
UniRef90_A0A9P4G816/418-772,0.223
UniRef90_UPI003AF956B0/118-566,0.363
UniRef90_A0A9P4M7T9/268-690,0.202
UniRef90_UPI001C4E92BD/98-428,0.218
UniRef90_A0A9P7YS35/295-654,0.251
UniRef90_A0A1U8AV76/160-515,0.220
UniRef90_A0A4Z1P4X3/291-693,0.202
UniRef90_A0A067JBU8/187-535,0.231
UniRef90_A0A9P4S6Y3/327-732,0.199
UniRef90_A0A7N2LAK9/192-542,0.220
UniRef90_A0A6A6X263/302-703,0.199
UniRef90_A0ABR4AYZ0/333-737,0.197
UniRef90_UPI000775BFC7/27-384,0.606
UniRef90_A0A9Q0KNN1/397-761,0.220
UniRef90_A0A6P5XEB4/96-426,0.212
UniRef90_A0A2P7ZCT3/291-717,0.207
UniRef90_A0A9P5YPG1/677-1051,0.228
UniRef90_UPI00216643E2/4-338,0.223
UniRef90_A0A9N9TNC3/3-335,0.210
UniRef90_A0A8D2FPP1/186-468,0.210
UniRef90_A0A5N6M0V0/163-509,0.238
UniRef90_A0A8H8U9K0/249-648,0.220
UniRef90_H0EG73/280-650,0.244
UniRef90_A0AAN6US82/209-603,0.189
UniRef90_G1SF51/109-405,0.187
UniRef90_A0A0D2FFX6/344-699,0.223
UniRef90_A0A0U5HKV6/339-705,0.223
UniRef90_A0A6P5XFJ8/204-536,0.212
UniRef90_A0A9W8YQ52/202-592,0.228
UniRef90_A0ABR3ZPS0/221-636,0.210
UniRef90_A0A6G1JLV6/411-775,0.225
UniRef90_A0A9J7L0V4/127-535,0.370
UniRef90_A0A9P0D521/7-334,0.199
UniRef90_J3NY35/200-596,0.210
UniRef90_A0A8H3UUJ8/326-728,0.212
UniRef90_A0A1Y2LXF8/294-696,0.202
UniRef90_A7EUC8/526-934,0.207
UniRef90_UPI001B8703D9/344-713,0.238
UniRef90_A0A2Z5TU13/5-339,0.207
UniRef90_UPI00092F2E9A/104-463,0.697
UniRef90_UPI002657D8C3/223-557,0.218
UniRef90_A0AAQ3KP01/203-564,0.231
UniRef90_A0A0D2CQ91/336-699,0.220
UniRef90_A0ABD0YXB4/3-331,0.220
UniRef90_A0A8H4J5V5/262-676,0.210
UniRef90_A0A9P7QDJ4/522-947,0.228
UniRef90_A0A6J8ES87/4-335,0.189
UniRef90_A0A5F5PJL1/20-299,0.207
UniRef90_A0A151NPI6/133-489,0.378
UniRef90_A0A1F5LS65/343-696,0.225
UniRef90_UPI0034D72118/3-334,0.199
UniRef90_A0A022QLW0/186-533,0.228
UniRef90_F7J5W8/3-333,0.202
UniRef90_UPI002409E278/3-330,0.210
UniRef90_A0A1Q3ES10/559-928,0.225
UniRef90_I1RE23/210-591,0.207
UniRef90_UPI003C703016/39-349,0.179
UniRef90_A0A673UKY1/202-481,0.205
UniRef90_UPI003AB3F9B2/125-530,0.358
UniRef90_A0A804IAF7/198-551,0.223
UniRef90_C1BUF7/10-339,0.202
UniRef90_A0A1E1L8R7/236-630,0.225
UniRef90_A0A8E5MJS5/179-588,0.212
UniRef90_A0AAW1JTS6/198-548,0.236
UniRef90_A0A0D1YXD9/372-722,0.212
UniRef90_A0A7K5DF04/133-504,0.764
UniRef90_A0A3Q3AWW0/92-432,0.453
UniRef90_A0A1U8DNU1/130-486,0.368
UniRef90_K1QPA4/99-372,0.174
UniRef90_C8VSR0/275-641,0.215
UniRef90_UPI00265AD46D/89-420,0.215
UniRef90_A0ABR4M640/334-698,0.220
UniRef90_UPI00215FA95F/200-539,0.212
UniRef90_A0A9P0A7M7/35-363,0.225
UniRef90_UPI00312E829F/119-529,0.205
UniRef90_A0A2V1EAK7/299-701,0.199
UniRef90_UPI002D799D9F/197-527,0.223
UniRef90_A0AAD6GH39/357-726,0.218
UniRef90_K7F9W2/22-318,0.179
UniRef90_A0ABD3CQ74/183-530,0.223
UniRef90_UPI003743A207/1-315,0.220
UniRef90_UPI0026DC5A69/237-631,0.225
UniRef90_A0A671E7M6/19-299,0.199
UniRef90_A0AAN6K7R2/310-716,0.189
UniRef90_Q5JQP4/18-297,0.205
